2,0,8,0,2,9,3,0,0,6,0,7,3,2,0,0,3,0,0,0,2,24,3,58,4,14,33,39,0
0,1,13,0,11,1,7,0,0,3,0,1,0,2,0,0,8,0,4,0,6,0,0,83,4,11,0,21,0
1,1,19,12,11,0,8,0,0,8,0,7,0,2,7,0,20,6,9,0,10,12,2,67,4,22,1,41,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,23,0,23,0,9,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,19,0,14,0,14,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,28,0,22,5,12,77,7,211,70,58,86,127,0
0,0,0,0,0,0,0,2,2,9,6,7,4,2,10,7,31,6,7,7,11,4,3,18,6,5,1,11,1
0,0,0,0,0,0,0,1,0,6,3,2,0,3,7,0,21,4,1,0,13,1,0,6,4,1,0,4,0
4,2,41,0,31,46,13,5,1,19,3,8,20,10,2,0,7,0,7,2,4,2,1,15,0,9,15,7,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,49,10,21,18,18,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,10,0,7,1,8,0
0,0,0,0,0,0,0,3,0,8,15,2,0,3,0,0,0,0,0,0,0,6,0,25,9,6,0,15,0
1,0,3,0,2,6,1,2,6,11,1,9,10,5,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,2,0,3,7,0,12,12,1,0,11,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,1,6,0,30,16,7,0,16,0
6,2,38,4,12,7,9,3,0,20,0,8,1,12,16,0,38,5,4,0,17,1,0,6,6,2,2,5,0
5,2,23,0,17,43,7,1,0,28,0,3,5,20,2,0,38,1,0,0,30,18,0,63,17,17,15,42,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1,57,21,7,0,31,3,1,15,10,5,0,11,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,2,0,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,30,6,5,0,5,0
5,6,15,26,18,27,6,1,0,3,0,3,1,2,5,0,9,0,3,5,2,9,1,19,8,8,15,14,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1,53,26,15,18,23,11,3,58,17,37,34,37,0
6,14,36,13,13,48,14,0,10,5,0,7,9,1,13,0,45,0,8,0,11,0,40,18,9,22,6,14,0
3,1,13,8,5,8,0,0,0,10,8,4,0,2,4,0,15,0,7,0,0,0,2,16,5,7,1,1,0
13,15,27,0,14,42,12,0,0,16,0,4,0,11,0,0,3,0,2,0,2,17,1,36,27,2,66,29,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,34,0,8,0,12,0,0,6,0,2,0,3,1
4,4,46,5,21,18,21,0,0,9,0,6,0,5,2,0,4,0,1,0,2,21,4,47,5,27,11,24,0
0,0,8,0,2,0,2,0,0,4,1,2,0,1,1,0,16,0,2,0,0,0,0,45,9,5,5,2,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4,0,3,0,1,0,0,2,0,1,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,23,1,13,24,17,1
0,0,0,0,0,0,0,0,0,4,0,1,0,1,0,0,41,18,5,0,29,0,0,15,17,7,18,9,0
0,0,0,0,0,0,0,4,0,11,6,6,0,1,0,0,0,0,0,0,0,10,0,15,8,3,0,12,1
0,0,0,0,0,0,0,2,1,23,11,20,3,12,2,0,17,5,5,0,9,8,0,19,7,3,0,13,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,1,1
0,0,0,0,0,0,0,2,6,9,1,11,8,3,8,0,28,3,5,0,13,6,0,15,0,2,0,8,1
0,0,0,0,0,0,0,3,4,28,9,22,12,14,9,2,48,6,25,32,22,10,2,104,7,57,17,61,0
3,0,20,0,9,1,7,0,0,0,0,0,0,0,0,0,2,0,1,0,1,3,0,17,0,4,0,8,0
2,0,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,1
4,17,27,0,24,54,14,0,9,0,0,6,11,0,5,6,23,0,6,1,1,6,48,72,12,20,13,32,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,5,36,4,18,19,26,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
7,1,35,20,13,38,14,1,0,7,0,1,0,3,19,3,52,6,16,47,27,15,2,60,8,15,10,30,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,18,6,7,0,13,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,71,23,33,39,40,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,13,9,7,5,10,1
7,17,18,0,12,0,8,4,3,26,0,6,6,16,19,0,31,1,2,25,14,8,1,33,14,14,8,17,0
3,1,15,1,15,28,5,0,0,0,0,0,0,0,8,1,18,8,3,10,7,0,1,4,0,4,9,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,43,3,18,1,38,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,0,18,0,4,0,11,19,0,41,17,8,2,17,0
2,2,8,0,21,80,1,0,0,0,0,0,0,0,7,5,20,7,10,10,10,1,2,19,3,12,13,9,0
0,0,0,0,0,0,0,0,0,4,0,5,0,1,0,0,0,0,0,0,0,9,1,17,6,6,5,14,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,46,7,11,7,21,0
2,1,7,5,11,0,3,0,1,3,0,12,2,2,2,1,2,0,8,3,2,12,2,21,11,13,11,15,0
1,5,10,0,18,33,6,1,3,9,0,10,2,4,16,1,40,4,17,3,17,5,8,23,16,6,0,18,0
3,10,17,13,15,9,8,0,0,0,0,0,0,0,5,0,14,0,2,0,3,2,2,6,0,8,6,5,1
5,0,17,11,5,5,8,2,0,10,0,5,0,6,5,0,29,0,5,0,7,4,0,17,0,1,0,11,1
11,1,21,0,8,6,12,6,0,11,0,0,0,7,4,1,6,0,3,4,5,16,10,84,13,77,42,45,0
0,0,0,0,0,0,0,1,1,5,0,10,1,2,7,4,20,4,11,2,12,3,0,9,8,2,0,7,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,16,5,25,31,7,25,40,61,9,26,78,26,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,19,7,7,0,13,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,4,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,29,0,13,1,3,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,53,1,13,1,21,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,15,0,14,12,9,10,3,43,4,15,7,21,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,9,2,3,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,24,0,8,2,14,1
0,0,0,0,0,0,0,1,3,4,3,11,7,1,4,0,19,2,4,6,0,0,0,1,1,6,0,1,0
0,0,0,0,0,0,0,3,2,8,4,14,5,3,4,1,26,4,12,0,17,6,0,24,0,7,1,17,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,33,0,10,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,36,9,12,3,25,0
2,2,7,5,9,7,3,1,0,9,0,3,0,4,23,1,56,5,11,64,16,2,0,5,2,3,0,4,1
5,0,15,14,9,23,6,1,0,10,0,4,3,5,0,0,11,0,8,12,6,6,1,25,2,14,39,17,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,23,75,23,26,18,27,0
4,1,15,0,7,1,5,3,1,13,0,4,8,7,0,0,0,0,0,0,0,11,0,21,5,4,6,17,0
2,0,21,2,14,15,10,0,28,8,0,9,0,4,15,0,45,0,12,0,23,10,5,45,26,17,15,19,0
1,0,4,16,11,0,1,0,0,1,2,7,6,1,18,0,35,17,13,7,16,8,0,12,30,8,0,12,0
4,1,16,0,7,5,7,1,0,4,0,1,0,1,9,0,19,0,2,0,7,1,0,6,4,2,0,4,0
1,1,8,16,6,3,3,0,0,6,0,8,3,3,21,2,44,10,13,27,20,7,1,39,4,12,24,14,0
4,2,32,0,18,16,12,1,12,10,0,11,2,5,13,1,70,2,10,9,9,0,1,12,2,11,3,6,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,14,0,4,0,6,0
3,1,13,0,11,7,6,0,0,7,0,4,0,4,8,0,23,0,10,0,9,12,0,35,4,10,0,15,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0
