1913,0.705073,4.446,0.0235937,0.149924,0.00611305,21,3.10007,0
1913,0.705073,4.446,0.0235937,0.149924,0.00611305,21,3.10007,0
1913,0.705073,4.446,0.0235937,0.149924,0.00611305,21,3.10007,0
1826,0.704712,4.452,0.0248295,0.144089,0.00549606,21,3.10052,0
1826,0.704712,4.452,0.0248295,0.144089,0.00549606,21,3.10052,0
1826,0.704712,4.452,0.0248295,0.144089,0.00549606,21,3.10052,1
1425,0.708072,4.457,0.0318803,0.148882,0.00562821,16,2.17515,0
1425,0.708072,4.457,0.0318803,0.148882,0.00562821,16,2.17515,0
1425,0.708072,4.457,0.0318803,0.148882,0.00562821,16,2.17515,0
1425,0.708072,4.457,0.0318803,0.148882,0.00562821,16,2.17515,0
1425,0.708072,4.457,0.0318803,0.148882,0.00562821,16,2.17515,0
1425,0.708072,4.457,0.0318803,0.148882,0.00562821,16,2.17515,0
1425,0.708072,4.457,0.0318803,0.148882,0.00562821,16,2.17515,0
1425,0.708072,4.457,0.0318803,0.148882,0.00562821,16,2.17515,0
1425,0.708072,4.457,0.0318803,0.148882,0.00562821,16,2.17515,0
1425,0.708072,4.457,0.0318803,0.148882,0.00562821,16,2.17515,0
1425,0.708072,4.457,0.0318803,0.148882,0.00562821,16,2.17515,0
1425,0.708072,4.457,0.0318803,0.148882,0.00562821,16,2.17515,0
1425,0.708072,4.457,0.0318803,0.148882,0.00562821,16,2.17515,0
1425,0.708072,4.457,0.0318803,0.148882,0.00562821,16,2.17515,0
1425,0.708072,4.457,0.0318803,0.148882,0.00562821,16,2.17515,0
1425,0.708072,4.457,0.0318803,0.148882,0.00562821,16,2.17515,0
1425,0.708072,4.457,0.0318803,0.148882,0.00562821,16,2.17515,0
1425,0.708072,4.457,0.0318803,0.148882,0.00562821,16,2.17515,1
1365,0.69532,4.475,0.0343978,0.0922699,0.00436401,15,2.30242,0
1365,0.69532,4.475,0.0343978,0.0922699,0.00436401,15,2.30242,0
1349,0.695733,4.476,0.0348245,0.0926013,0.00426303,15,2.29036,1
1352,0.674271,4.484,0.0360275,0.0104375,0.00485809,15,2.30093,0
1352,0.674271,4.484,0.0360275,0.0104375,0.00485809,15,2.30093,0
1336,0.67494,4.486,0.0365001,0.0105505,0.0046118,15,2.31084,1
